NAV_PERMS,FA Manager 3,Clean_NAV,TO_CHAR(A.PORTAL_NAVPATH),ITEMLABEL,Unnamed: 2,Menu,Menubar,MENUITEM2,Page,Display only,Actions,7,OBJECTOWNERID,XLATLONGNAME,XLATSHORTNAME,COMPONENT,PNLNAME,PORTAL_OBJNAME
Main Menu>Financial Aid>Pell Payment>Originate Pell Payment:0:Add Update/Display,x,Main Menu>Financial Aid>Pell Payment>Originate Pell Payment,Main Menu>Financial Aid>Pell Payment>Originate Pell Payment,Origination,,PROCESS_PELL_PMT,PROCESS,PELL_ORIGINATION,RUNCTL_PELLORIG,0,3,3,SFA,Financial Aid,Fin Aid,RUNCTL_PELLORIG,RUNCTL_PELLORIG,HC_RUNCTL_PELLORIG_GBL
Main Menu>Financial Aid>Pell Payment>Originate Pell Payment:0:Add Update/Display,x,Main Menu>Financial Aid>Pell Payment>Originate Pell Payment,Main Menu>Financial Aid>Pell Payment>Originate Pell Payment,Pop Select Pell Origination,,PROCESS_PELL_PMT,PROCESS,PELL_ORIGINATION,SFA_RUNCTL_PELLORG,0,3,3,SFA,Financial Aid,Fin Aid,RUNCTL_PELLORIG,SFA_RUNCTL_PELLORG,HC_RUNCTL_PELLORIG_GBL
Main Menu>Financial Aid>File Management>COD Full Participant>Import FWS Response Data:0:Add Update/Display,x,Main Menu>Financial Aid>File Management>COD Full Participant>Import FWS Response Data,Main Menu>Financial Aid>File Management>COD Full Participant>Import FWS Response Data,FWS Inbound,,SFA_FWS,USE,SFA_RUNCTL_FWS_INB,SFA_RUNCTL_FWS_INB,0,3,3,SFAL,FA-Loans,FA-Loans,SFA_RUNCTL_FWS_INB,SFA_RUNCTL_FWS_INB,CS_SFA_RUNCTL_FWS_INB_GBL
Main Menu>Financial Aid>File Management>COD Full Participant>Generate Federal Work Study:0:Add Update/Display,x,Main Menu>Financial Aid>File Management>COD Full Participant>Generate Federal Work Study,Main Menu>Financial Aid>File Management>COD Full Participant>Generate Federal Work Study,Federal Work Study,,SFA_FWS,USE,SFA_RUNCTL_FWS_OUT,SFA_RUNCTL_FWS_OUT,0,3,3,SFAL,FA-Loans,FA-Loans,SFA_RUNCTL_FWS_OUT,SFA_RUNCTL_FWS_OUT,CS_SFA_RUNCTL_FWS_OUT_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Define Mass Packaging Query:0:Add Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Define Mass Packaging Query,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Define Mass Packaging Query,Mass Packaging Definition,,SFA_HIDDEN,MENUITEM1,FA_BPKG_DEFN,FA_BPKG_DEFN,0,3,3,SFAA,FA-Awarding,FA-Award,FA_BPKG_DEFN,FA_BPKG_DEFN,HC_FA_BPKG_DEFN_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Define INST Packaging Query:0:Add Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Define INST Packaging Query,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Define INST Packaging Query,Inst Mass Packaging Definition,,SFA_HIDDEN,MENUITEM1,FA_INST_DEFN,FA_INST_DEFN,0,3,3,SFAA,FA-Awarding,FA-Award,FA_INST_DEFN,FA_INST_DEFN,HC_FA_INST_DEFN_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Run INST Mass Packaging Select:0:Add Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Run INST Mass Packaging Select,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Run INST Mass Packaging Select,Inst Mass Packaging &Select,,SFA_HIDDEN,MENUITEM1,RUNCTL_FA_INST,RUNCTL_FA_INST,0,3,3,SFA,Financial Aid,Fin Aid,RUNCTL_FA_INST,RUNCTL_FA_INST,HC_RUNCTL_FA_INST_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Run INST Mass Packaging Assign:0:Add Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Run INST Mass Packaging Assign,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Run INST Mass Packaging Assign,&Run Inst Assign Process,,SFA_HIDDEN,MENUITEM1,RUNCTL_FA_INST_ASN,RUNCTL_FA_BPKG_ASN,0,3,3,SFA,Financial Aid,Fin Aid,RUNCTL_FA_INST_ASN,RUNCTL_FA_BPKG_ASN,HC_RUNCTL_FA_INST_ASN_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Process INST Mass Packaging:0:Add Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Process INST Mass Packaging,Main Menu>Set Up SACR>Product Related>Financial Aid>FA Hidden Components>Process INST Mass Packaging,&Run Inst Mass Packaging,,SFA_HIDDEN,MENUITEM1,RUNCTL_FA_INST_PRC,RUNCTL_FA_BPKG_PRC,0,3,3,SFA,Financial Aid,Fin Aid,RUNCTL_FA_INST_PRC,RUNCTL_FA_BPKG_PRC,HC_RUNCTL_FA_INST_PRC_GBL
Main Menu>Financial Aid>Satisfactory Academic Progress>Process SAP:0:Add Update/Display,x,Main Menu>Financial Aid>Satisfactory Academic Progress>Process SAP,Main Menu>Financial Aid>Satisfactory Academic Progress>Process SAP,Process SAP,,SFA_SAP_FINANCIAL_AID,PROCESS,SAP_PROC_STDNT,SFA_RUN_SAP,0,3,3,SFA,Financial Aid,Fin Aid,SFA_RUN_SAP,SFA_RUN_SAP,HC_SFA_RUN_SAP_GBL
Main Menu>Financial Aid>Satisfactory Academic Progress>Create SAP Communications:0:Add Update/Display,x,Main Menu>Financial Aid>Satisfactory Academic Progress>Create SAP Communications,Main Menu>Financial Aid>Satisfactory Academic Progress>Create SAP Communications,SAP Communication,,SFA_SAP_FINANCIAL_AID,PROCESS,SFA_RUN_SAP3C,SFA_RUN_SAP3C,0,3,3,SFA,Financial Aid,Fin Aid,SFA_RUN_SAP3C,SFA_RUN_SAP3C,HC_SFA_RUN_SAP3C_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>Satisfactory Academic Progress>Define SAP AE Library:0:Add Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Satisfactory Academic Progress>Define SAP AE Library,Main Menu>Set Up SACR>Product Related>Financial Aid>Satisfactory Academic Progress>Define SAP AE Library,SAP AE Library Setup,,SFA_SAP_FINANCIAL_AID,SETUP,SFA_SAP_AE_PROC,SFA_SAP_AE_PROC,0,3,3,SFA,Financial Aid,Fin Aid,SFA_SAP_AE_PROC,SFA_SAP_AE_PROC,HC_SFA_SAP_AE_PROC_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>Satisfactory Academic Progress>Define Evaluation Terms:0:Add Update/Display,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Satisfactory Academic Progress>Define Evaluation Terms,Main Menu>Set Up SACR>Product Related>Financial Aid>Satisfactory Academic Progress>Define Evaluation Terms,Valid Evaluation Terms,,SFA_SAP_FINANCIAL_AID,SETUP,SFA_SAP_ET_TRM,SFA_SAP_ET_TRM,0,3,3,SFA,Financial Aid,Fin Aid,SFA_SAP_ET_TRM,SFA_SAP_ET_TRM,HC_SFA_SAP_ET_TRM_GBL
Main Menu>CAL Components>Utilities>Import/Export Service>Import>Import (Batch):0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Import/Export Service>Import>Import (Batch),Main Menu>CAL Components>Utilities>Import/Export Service>Import>Import (Batch),Run File Imp,,UC_COMPONENTS,USE,RUN_FILE_IMPORT,RUN_FILE_IMP,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_RUN_FILE_IMPORT,UC_RUN_FILE_IMP,UC_RUN_FILE_IMPORT
Main Menu>CAL Components>Utilities>Import/Export Service>Review Logs/Locks>Review Processing Locks:0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Import/Export Service>Review Logs/Locks>Review Processing Locks,Main Menu>CAL Components>Utilities>Import/Export Service>Review Logs/Locks>Review Processing Locks,Uc File Lock,,UC_COMPONENTS,USE,UC_FILE_LOCK,UC_FILE_LOCK,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_FILE_LOCK,UC_FILE_LOCK,UC_FILE_LOCK
Main Menu>CAL Components>Utilities>Import/Export Service>Reports>Exports and Reports:0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Import/Export Service>Reports>Exports and Reports,Main Menu>CAL Components>Utilities>Import/Export Service>Reports>Exports and Reports,Uc Rpt Att,,UC_COMPONENTS,USE,UC_FILE_RPT,UC_RPT_ATT,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_FILE_RPT,UC_RPT_ATT,UC_FILE_RPT
Main Menu>CAL Components>Utilities>Import/Export Service>Review Logs/Locks>Review FTP Session Logs:0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Import/Export Service>Review Logs/Locks>Review FTP Session Logs,Main Menu>CAL Components>Utilities>Import/Export Service>Review Logs/Locks>Review FTP Session Logs,Uc Ftp Log,,UC_COMPONENTS,USE,UC_FTP_LOG,UC_FTP_LOG,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_FTP_LOG,UC_FTP_LOG,UC_FTP_LOG
Main Menu>CAL Components>Utilities>Import/Export Service>Process>Attachment Archive/Restore:0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Import/Export Service>Process>Attachment Archive/Restore,Main Menu>CAL Components>Utilities>Import/Export Service>Process>Attachment Archive/Restore,Run Control,,UC_COMPONENTS,USE,UC_RUN_FILE_ATT,UC_RUN_FILE_ATT,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_RUN_FILE_ATT,UC_RUN_FILE_ATT,UC_RUN_FILE_ATT_GBL
Main Menu>CAL Components>Utilities>Import/Export Service>Export>Export (Batch):0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Import/Export Service>Export>Export (Batch),Main Menu>CAL Components>Utilities>Import/Export Service>Export>Export (Batch),Run File Exp,,UC_COMPONENTS,USE,UC_RUN_FILE_EXPORT,UC_RUN_FILE_EXP,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_RUN_FILE_EXPORT,UC_RUN_FILE_EXP,UC_RUN_FILE_EXPORT
Main Menu>CAL Components>Utilities>Import/Export Service>Process>Process Reset:0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Import/Export Service>Process>Process Reset,Main Menu>CAL Components>Utilities>Import/Export Service>Process>Process Reset,Uc Run File Rst,,UC_COMPONENTS,USE,UC_RUN_FILE_RST,UC_RUN_FILE_RST,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_RUN_FILE_RST,UC_RUN_FILE_RST,UC_RUN_FILE_RST
Main Menu>CAL Components>Utilities>Import/Export Service>Process>Errors From Message Mapping:0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Import/Export Service>Process>Errors From Message Mapping,Main Menu>CAL Components>Utilities>Import/Export Service>Process>Errors From Message Mapping,Uc Run Mapmsg Err,,UC_COMPONENTS,USE,UC_RUN_MAPMSG_ERR,UC_RUN_MAPMSG_ERR,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_RUN_MAPMSG_ERR,UC_RUN_MAPMSG_ERR,UC_RUN_MAPMSG_ERR
Main Menu>CAL Components>Financial Aid>ISIR QA Verification>Batch IM Remove Auto Zero:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>ISIR QA Verification>Batch IM Remove Auto Zero,Main Menu>CAL Components>Financial Aid>ISIR QA Verification>Batch IM Remove Auto Zero,Batch IM Remove Auto Zero,,UC_FA_FAFSA_QA,USE,UC_FA_NOAUT_RUN,UC_FA_NOAUT_RUN,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_FA_NOAUT_RUN,UC_FA_NOAUT_RUN,UC_FA_NOAUT_RUN_GBL
Main Menu>CAL Components>Financial Aid>Reporting>Load CA ISIR Reporting Table:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Reporting>Load CA ISIR Reporting Table,Main Menu>CAL Components>Financial Aid>Reporting>Load CA ISIR Reporting Table,Load CA ISIR Rptg Tbl,,UC_FA_RUN_CAIRLD,USE,UC_RUN_FA_CAIRLD,UC_RUN_FA_CAIRLD,0,3,3,SFAI,FA-ISIR,FA-ISIR,UC_RUN_FA_CAIRLD,UC_RUN_FA_CAIRLD,UC_RUN_FA_CAIRLD_GBL
Main Menu>CAL Components>Financial Aid>Reporting>Haas Data File:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Reporting>Haas Data File,Main Menu>CAL Components>Financial Aid>Reporting>Haas Data File,Run Haas Data File,,UC_FA_RUN_HAASFL,USE,UC_RUN_FA_HAASFL,UC_RUN_FA_HAASFL,0,3,3,SFAI,FA-ISIR,FA-ISIR,UC_RUN_FA_HAASFL,UC_RUN_FA_HAASFL,UC_RUN_FA_HAASFL_GBL
Main Menu>CAL Components>Financial Aid>Reporting>FASO UCOP Data File:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Reporting>FASO UCOP Data File,Main Menu>CAL Components>Financial Aid>Reporting>FASO UCOP Data File,Uc Faso Ucop Pg,,UC_FA_RUN_HAASFL,USE,UC_FASO_UCOP_CMP,UC_FASO_UCOP_PG,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_FASO_UCOP_CMP,UC_FASO_UCOP_PG,UC_FASO_UCOP_CMP_GBL
Main Menu>CAL Components>Financial Aid>Reporting>Load ISIR Reporting Table:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Reporting>Load ISIR Reporting Table,Main Menu>CAL Components>Financial Aid>Reporting>Load ISIR Reporting Table,Load ISIR Rptg Tbl,,UC_FA_RUN_ISIRLD,USE,UC_RUN_FA_ISIRLD,UC_RUN_FA_ISIRLD,0,3,3,SFA,Financial Aid,Fin Aid,UC_RUN_FA_ISIRLD,UC_RUN_FA_ISIRLD,UC_RUN_FA_ISIRLD_GBL
Main Menu>CAL Components>Financial Aid>Reporting>Law Data File:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Reporting>Law Data File,Main Menu>CAL Components>Financial Aid>Reporting>Law Data File,Run Law Data File,,UC_FA_RUN_LAWDTA,USE,UC_RUN_FA_LAWDTA,UC_RUN_FA_LAWDTA,0,3,3,SFAI,FA-ISIR,FA-ISIR,UC_RUN_FA_LAWDTA,UC_RUN_FA_LAWDTA,UC_RUN_FA_LAWDTA_GBL
Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Table:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Table,Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Table,Housing Table,,UC_PERSON_PROFILE,SETUP,UC_HOUSING_TBL,UC_HOUSING_TBL,0,3,3,SFAG,FA-General,FA-Genl,UC_HOUSING_TBL,UC_HOUSING_TBL,UC_HOUSING_TBL_GBL
Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Type Table:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Type Table,Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Type Table,Housing Type Table,,UC_PERSON_PROFILE,SETUP,UC_HOUSING_TYP_TBL,UC_HOUSING_TYP_TBL,0,15,15,SFAG,FA-General,FA-Genl,UC_HOUSING_TYP_TBL,UC_HOUSING_TYP_TBL,UC_HOUSING_TYP_TBL_GBL
Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Packaging Variables:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Packaging Variables,Main Menu>CAL Components>Financial Aid>Personal Profile>Housing Packaging Variables,Housing Packaging Variables,,UC_PERSON_PROFILE,SETUP,UC_HOUS_PV_TBL,UC_HOUS_PV_TBL,0,3,3,SFAG,FA-General,FA-Genl,UC_HOUS_PV_TBL,UC_HOUS_PV_TBL,UC_HOUS_PV_TBL_GBL
Main Menu>CAL Components>Utilities>Copy QBU run control records:0:Add Update/Display,x,Main Menu>CAL Components>Utilities>Copy QBU run control records,Main Menu>CAL Components>Utilities>Copy QBU run control records,UC QBU copy run controls,,UC_QBU_COPY_RC,RUN,UC_QBU_COPY_RC,UC_QBU_COPY_RC,0,3,3,UC,Univ of California at Berkeley,UCBerkeley,UC_QBU_COPY_RC,UC_QBU_COPY_RC,UC_QBU_COPY_RC_GBL
Main Menu>CAL Components>Financial Aid>Reporting>Scholar Manual Match Files:0:Add Update/Display,x,Main Menu>CAL Components>Financial Aid>Reporting>Scholar Manual Match Files,Main Menu>CAL Components>Financial Aid>Reporting>Scholar Manual Match Files,Scholar Manual Match Files,,UC_RUN_FA_SMA,USE,UC_RUN_FA_SMA,UC_RUN_FA_SMA,0,3,3,SFA,Financial Aid,Fin Aid,UC_RUN_FA_SMA,UC_RUN_FA_SMA,UC_RUN_FA_SMA_GBL
Main Menu>Records and Enrollment>Transcripts>Request Transcript Report:0:Add Update/Display,x,Main Menu>Records and Enrollment>Transcripts>Request Transcript Report,Main Menu>Records and Enrollment>Transcripts>Request Transcript Report,Report &Messages,,MANAGE_ACADEMIC_RECORDS,INQUIRE,SSR_TSCRPT_RQST,SA_REQ_REPORT_ERR,0,3,3,SSR,Student Records,Records,SSR_TSCRPT_RQST,SA_REQ_REPORT_ERR,HC_SSR_TSCRPT_RQST_GBL
Main Menu>Records and Enrollment>Transcripts>Request Transcript Report:0:Add Update/Display,x,Main Menu>Records and Enrollment>Transcripts>Request Transcript Report,Main Menu>Records and Enrollment>Transcripts>Request Transcript Report,Transcript Request &Detail,,MANAGE_ACADEMIC_RECORDS,INQUIRE,SSR_TSCRPT_RQST,SSR_TSRQST_DTL,0,3,3,SSR,Student Records,Records,SSR_TSCRPT_RQST,SSR_TSRQST_DTL,HC_SSR_TSCRPT_RQST_GBL
Main Menu>Records and Enrollment>Transcripts>Request Transcript Report:0:Add Update/Display,x,Main Menu>Records and Enrollment>Transcripts>Request Transcript Report,Main Menu>Records and Enrollment>Transcripts>Request Transcript Report,Transcript Request &Header,,MANAGE_ACADEMIC_RECORDS,INQUIRE,SSR_TSCRPT_RQST,SSR_TSRQST_HDR,0,3,3,SSR,Student Records,Records,SSR_TSCRPT_RQST,SSR_TSRQST_HDR,HC_SSR_TSCRPT_RQST_GBL
Main Menu>Records and Enrollment>Transcripts>Batch Transcripts>Process Transcripts:0:Add Update/Display,x,Main Menu>Records and Enrollment>Transcripts>Batch Transcripts>Process Transcripts,Main Menu>Records and Enrollment>Transcripts>Batch Transcripts>Process Transcripts,Process Transcripts,,MANAGE_ACADEMIC_RECORDS,PROCESS,SSR_RUNCTL_TSRPT,SSR_RUNCTL_TSRPT,0,3,3,SSR,Student Records,Records,SSR_RUNCTL_TSRPT,SSR_RUNCTL_TSRPT,SSR_RUNCTL_TSRPT_GBL
Main Menu>CAL Components>Financial Aid>UCB Cal MCS>MCS Use>MCS Admissions Detail:0:Update/Display All,x,Main Menu>CAL Components>Financial Aid>UCB Cal MCS>MCS Use>MCS Admissions Detail,Main Menu>CAL Components>Financial Aid>UCB Cal MCS>MCS Use>MCS Admissions Detail,Csu Fa Mcs Stg,,CSU_FINANCIAL_AID,USE,CSU_FA_MCS_STG,CSU_FA_MCS_STG,0,4,4, ,,,CSU_FA_MCS_STG,CSU_FA_MCS_STG,CSU_FA_MCS_STG_GBL
Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>CommonLine 4>Maintain Loan Edits:0:Update/Display All,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>CommonLine 4>Maintain Loan Edits,Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>CommonLine 4>Maintain Loan Edits,Loan &Edit Table,,DESIGN_FINANCIAL_AID2,SETUP_L-M,LN_EDITS,LN_EDIT_TBL,0,4,4,SFAL,FA-Loans,FA-Loans,LN_EDITS,LN_EDIT_TBL,HC_LN_EDITS_GBL1
Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>CR CommonLine>Maintain CRC Loan Edits:0:Update/Display All,x,Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>CR CommonLine>Maintain CRC Loan Edits,Main Menu>Set Up SACR>Product Related>Financial Aid>Loans>CR CommonLine>Maintain CRC Loan Edits,CRC Loan Edits,,DESIGN_FINANCIAL_AID2,SETUP_L-M,SFA_CRC_EDITS,SFA_CRC_EDITS,0,4,4,SFAL,FA-Loans,FA-Loans,SFA_CRC_EDITS,SFA_CRC_EDITS,HC_SFA_CRC_EDITS_GBL
Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>Federal Detail 2016-2017:0:Update/Display All,x,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>Federal Detail 2016-2017,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>Federal Detail 2016-2017,&Fed EFC Sumry/Detail 16/17,,FINANCIAL_AID_HISTORY,MENUITEM1,ISIR_EFC_SMRY_DT17,ISIR_EFC_SUMRY_DETAIL,0,4,4,SFAN,FA-Need Analysis,FA-Need,ISIR_EFC_SMRY_DT17,ISIR_FM_SUMRY_09,HC_ISIR_EFC_SMRY_DT17_GBL
Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>Federal Detail 2017-2018:0:Update/Display All,x,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>Federal Detail 2017-2018,Main Menu>Financial Aid>Financial Aid History>Federal ISIR Information>Federal Detail 2017-2018,Federal Detail 2017-2018,,FINANCIAL_AID_HISTORY,MENUITEM1,ISIR_EFC_SMRY_DT18,ISIR_EFC_SUMRY_DETAIL,0,4,4,SFAN,FA-Need Analysis,FA-Need,ISIR_EFC_SMRY_DT18,ISIR_FM_SUMRY_09,CS_ISIR_EFC_SMRY_DT18_GBL
Main Menu>Financial Aid>Federal Application Data>View 2022-2023 FM EFC Detail:0:Update/Display All,x,Main Menu>Financial Aid>Federal Application Data>View 2022-2023 FM EFC Detail,Main Menu>Financial Aid>Federal Application Data>View 2022-2023 FM EFC Detail,&Fed EFC Sumry/Detail 22/23,,MANAGE_NEED_ANALYSIS,INQUIRE,ISIR_EFC_SMRY_DT23,ISIR_EFC_SUMRY_DETAIL,0,4,4,SFAN,FA-Need Analysis,FA-Need,ISIR_EFC_SMRY_DT23,ISIR_FM_SUMRY_09,CS_ISIR_EFC_SMRY_DT23_GBL
Main Menu>Financial Aid>Federal Application Data>View FM SAI Detail:0:Update/Display All,x,Main Menu>Financial Aid>Federal Application Data>View FM SAI Detail,Main Menu>Financial Aid>Federal Application Data>View FM SAI Detail,&Federal SAI Sumry/Detail,,MANAGE_NEED_ANALYSIS,INQUIRE,ISIR_SAI_SMRY,ISIR_SAI_SUMRY_DETAIL,0,4,4,SFAN,FA-Need Analysis,FA-Need,ISIR_SAI_SMRY,ISIR_FM_SMRY_SAI,CS_ISIR_SAI_SMRY_GBL
Main Menu>Financial Aid>Federal Application Data>View 2023-2024 FM EFC Detail:0:Update/Display All,x,Main Menu>Financial Aid>Federal Application Data>View 2023-2024 FM EFC Detail,Main Menu>Financial Aid>Federal Application Data>View 2023-2024 FM EFC Detail,&Fed EFC Sumry/Detail 23/24,,MANAGE_NEED_ANALYSIS,INQUIRE,ISIR_EFC_SMRY_DT24,ISIR_EFC_SUMRY_DETAIL,0,4,4,SFAN,FA-Need Analysis,FA-Need,ISIR_EFC_SMRY_DT24,ISIR_FM_SUMRY_09,CS_ISIR_EFC_SMRY_DT24_GBL
Main Menu>Financial Aid>Awards>View NSLDS Loan Data:0:Update/Display All,x,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,N&SLDS Information,,PROCESS_LOANS,INQUIRE,NSLDS_INQUIRY,NSLDS_GEN_AGGR,0,4,4,SFAI,FA-ISIR,FA-ISIR,NSLDS_LOAN_INFO,NSLDS_GEN_AGGR,HC_NSLDS_LOAN_INFO_GBL3
Main Menu>Financial Aid>Awards>View NSLDS Loan Data:0:Update/Display All,x,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,NSL&DS Additional Information,,PROCESS_LOANS,INQUIRE,NSLDS_INQUIRY,NSLDS_ADDL_INFO,0,4,4,SFAI,FA-ISIR,FA-ISIR,NSLDS_LOAN_INFO,NSLDS_ADDL_INFO,HC_NSLDS_LOAN_INFO_GBL3
Main Menu>Financial Aid>Awards>View NSLDS Loan Data:0:Update/Display All,x,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,NSLDS &ACG,,PROCESS_LOANS,INQUIRE,NSLDS_INQUIRY,NSLDS_ACG,0,4,4,SFAI,FA-ISIR,FA-ISIR,NSLDS_LOAN_INFO,NSLDS_ACG,HC_NSLDS_LOAN_INFO_GBL3
Main Menu>Financial Aid>Awards>View NSLDS Loan Data:0:Update/Display All,x,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,NSLDS &IASG,,PROCESS_LOANS,INQUIRE,NSLDS_INQUIRY,NSLDS_IASG,0,4,4,SFAI,FA-ISIR,FA-ISIR,NSLDS_LOAN_INFO,NSLDS_IASG,HC_NSLDS_LOAN_INFO_GBL3
Main Menu>Financial Aid>Awards>View NSLDS Loan Data:0:Update/Display All,x,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,NSLDS &Loan Detail,,PROCESS_LOANS,INQUIRE,NSLDS_INQUIRY,NSLDS_LOAN_DTL,0,4,4,SFAI,FA-ISIR,FA-ISIR,NSLDS_LOAN_INFO,NSLDS_LOAN_DTL,HC_NSLDS_LOAN_INFO_GBL3
Main Menu>Financial Aid>Awards>View NSLDS Loan Data:0:Update/Display All,x,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,NSLDS &NSG,,PROCESS_LOANS,INQUIRE,NSLDS_INQUIRY,NSLDS_NSG,0,4,4,SFAI,FA-ISIR,FA-ISIR,NSLDS_LOAN_INFO,NSLDS_NSG,HC_NSLDS_LOAN_INFO_GBL3
Main Menu>Financial Aid>Awards>View NSLDS Loan Data:0:Update/Display All,x,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,NSLDS &Pell,,PROCESS_LOANS,INQUIRE,NSLDS_INQUIRY,NSLDS_PELL,0,4,4,SFAI,FA-ISIR,FA-ISIR,NSLDS_LOAN_INFO,NSLDS_PELL,HC_NSLDS_LOAN_INFO_GBL3
Main Menu>Financial Aid>Awards>View NSLDS Loan Data:0:Update/Display All,x,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,Main Menu>Financial Aid>Awards>View NSLDS Loan Data,NSLDS &TEACH,,PROCESS_LOANS,INQUIRE,NSLDS_INQUIRY,NSLDS_TEACH,0,4,4,SFAI,FA-ISIR,FA-ISIR,NSLDS_LOAN_INFO,NSLDS_TEACH,HC_NSLDS_LOAN_INFO_GBL3
Main Menu>Financial Aid>Loans>View Loan Action Codes:0:Update/Display All,x,Main Menu>Financial Aid>Loans>View Loan Action Codes,Main Menu>Financial Aid>Loans>View Loan Action Codes,Loan Action Codes,,PROCESS_LOANS,INQUIRE,LOAN_ACTION_CODES,LOAN_ACTNCD_TBL,0,4,4,SFA,Financial Aid,Fin Aid,LOAN_ACTNCD_TBL,LOAN_ACTNCD_TBL,HC_LOAN_ACTNCD_TBL_GBL
